conf_ini;rep_ini;rcp_ini;paso;rh0;pozo
-0.2;0.6;-0.2;249;0.7864461549763572;-398.0340000000028
-0.2;0.6;-0.2;250;0.7868913935409165;-395.40200000000203
-0.2;0.6;-0.2;251;0.7874206057788673;-392.7300000000019
-0.2;0.6;-0.2;252;0.7880725705592561;-390.148000000001
-0.2;0.6;-0.2;253;0.7886039417616079;-387.4840000000007
-0.2;0.6;-0.2;254;0.7890709913845422;-384.8540000000002
-0.2;0.6;-0.2;255;0.7894708213245935;-382.18999999999966
-0.2;0.6;-0.2;256;0.7898753536784394;-379.47799999999916
-0.2;0.6;-0.2;257;0.7903877207284035;-376.85199999999867
-0.2;0.6;-0.2;258;0.7906541917661769;-373.95399999999796
-0.2;0.6;-0.2;259;0.7911746621878324;-371.2499999999973
-0.2;0.6;-0.2;260;0.7915914571249517;-368.54399999999674
-0.2;0.6;-0.2;261;0.7921235288992976;-365.78199999999606
-0.2;0.6;-0.2;262;0.7925209501014492;-362.85199999999537
-0.2;0.6;-0.2;263;0.7929384659028037;-359.8979999999948
-0.2;0.6;-0.2;264;0.7934666405710922;-357.0379999999943
-0.2;0.6;-0.2;265;0.7939068883738964;-354.30999999999375
-0.2;0.6;-0.2;266;0.7942834072168057;-351.3179999999933
-0.2;0.6;-0.2;267;0.7948651805962276;-348.4579999999926
-0.2;0.6;-0.2;268;0.7953778824212405;-345.38999999999197
-0.2;0.6;-0.2;269;0.7958587680826429;-342.4559999999914
-0.2;0.6;-0.2;270;0.796259119396403;-339.4119999999908
-0.2;0.6;-0.2;271;0.796736355200564;-336.3939999999903
-0.2;0.6;-0.2;272;0.7971311590724605;-333.4219999999895
-0.2;0.6;-0.2;273;0.7975576735126007;-330.4879999999888
-0.2;0.6;-0.2;274;0.7979741626731913;-327.559999999988
-0.2;0.6;-0.2;275;0.7984826514210964;-324.51399999998733
-0.2;0.6;-0.2;276;0.7988093966878315;-321.51999999998674
-0.2;0.6;-0.2;277;0.7990957137464254;-318.52599999998614
-0.2;0.6;-0.2;278;0.7994438456809617;-315.37199999998535
-0.2;0.6;-0.2;279;0.7998097425838577;-312.3279999999847
-0.2;0.6;-0.2;280;0.8003397942500023;-309.2019999999838
-0.2;0.6;-0.2;281;0.8007500705343682;-305.9539999999832
-0.2;0.6;-0.2;282;0.8010280519315544;-302.7319999999823
-0.2;0.6;-0.2;283;0.801460517988042;-299.5679999999814
-0.2;0.6;-0.2;284;0.8017537848716718;-296.50199999998074
-0.2;0.6;-0.2;285;0.8021253842090361;-293.24799999998
-0.2;0.6;-0.2;286;0.8025326901030653;-289.95199999997925
-0.2;0.6;-0.2;287;0.8029557056835173;-286.89399999997863
-0.2;0.6;-0.2;288;0.8033137524073521;-283.62599999997775
-0.2;0.6;-0.2;289;0.8035489694111793;-280.51799999997706
-0.2;0.6;-0.2;290;0.8040831772871911;-277.3699999999765
-0.2;0.6;-0.2;291;0.8044314537919439;-274.1899999999759
-0.2;0.6;-0.2;292;0.8049116332903762;-270.82999999997514
-0.2;0.6;-0.2;293;0.8053019235194039;-267.66999999997444
-0.2;0.6;-0.2;294;0.8056832446351586;-264.43999999997385
-0.2;0.6;-0.2;295;0.8061734145120458;-261.16199999997315
-0.2;0.6;-0.2;296;0.8064370545670272;-257.9219999999723
-0.2;0.6;-0.2;297;0.8068907994823588;-254.62399999997157
-0.2;0.6;-0.2;298;0.8073144502728993;-251.28199999997096
-0.2;0.6;-0.2;299;0.8078316268977558;-247.87599999997036
-0.2;0.6;-0.2;300;0.8081539709320869;-244.41599999996959
-0.2;0.6;-0.2;301;0.8086345150313409;-241.24599999996892
-0.2;0.6;-0.2;302;0.8090204625571863;-237.80799999996808
-0.2;0.6;-0.2;303;0.8094574587374944;-234.51599999996725
-0.2;0.6;-0.2;304;0.8098491902467407;-231.19599999996638
-0.2;0.6;-0.2;305;0.8102371066857694;-227.83999999996558
-0.2;0.6;-0.2;306;0.8104921048426026;-224.47999999996492
-0.2;0.6;-0.2;307;0.810965782036289;-221.09999999996424
-0.2;0.6;-0.2;308;0.8113191729777346;-217.64999999996326
-0.2;0.6;-0.2;309;0.811718080565652;-214.21199999996253
-0.2;0.6;-0.2;310;0.81201950274678;-210.75399999996168
-0.2;0.6;-0.2;311;0.8124588397907039;-207.41999999996074
-0.2;0.6;-0.2;312;0.8127617516523732;-203.75399999995997
-0.2;0.6;-0.2;313;0.8131942215998258;-200.0939999999593
-0.2;0.6;-0.2;314;0.8135597824352117;-196.6039999999586
-0.2;0.6;-0.2;315;0.8138590553914608;-193.14999999995806
-0.2;0.6;-0.2;316;0.8142002107976622;-189.57799999995754
-0.2;0.6;-0.2;317;0.8144978498501656;-186.01999999995695
-0.2;0.6;-0.2;318;0.8147462620878047;-182.27399999995666
-0.2;0.6;-0.2;319;0.8151461293596024;-178.63199999995624
-0.2;0.6;-0.2;320;0.8154463855172479;-175.01199999995583
-0.2;0.6;-0.2;321;0.8155780790041773;-171.4159999999557
-0.2;0.6;-0.2;322;0.8158952437345539;-167.78599999995546
-0.2;0.6;-0.2;323;0.8163265536419327;-164.16999999995528
-0.2;0.6;-0.2;324;0.8166737254909332;-160.4339999999551
